,geo,indicator_name,indicator,country,income,region,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
164,sdn,population,pop,Sudan,Lower middle income,africa,3994154,3999435,4004723,4010018,4015320,4020629,4025945,4031268,4036598,4041935,4047408,4053372,4059957,4067169,4075011,4083486,4092598,4102350,4112747,4123791,4135488,4147839,4160849,4174522,4188861,4203871,4219554,4235916,4252958,4270687,4289105,4308216,4327412,4346693,4366061,4385515,4405055,4424683,4444398,4464201,4484092,4504072,4524140,4544299,4564547,4584885,4605314,4625834,4646445,4667148,4687944,4693300,4698612,4703877,4709096,4714269,4719394,4724471,4729499,4734479,4739409,4744289,4749118,4753897,4758623,4763297,4767919,4772487,4777001,4781461,4785865,4790214,4794506,4798426,4802604,4806724,4810785,4814502,4818444,4822326,4826146,4829650,4833347,4836980,4840326,4843832,4847272,4850456,4853764,4857006,4860181,4863287,4866324,4869292,4872190,4875017,4877773,4880456,4883066,4885603,4888065,4890453,4892603,4894838,4896996,4899075,4901076,4902772,4904613,4906374,4908053,4909584,4911097,4912527,4913871,4915130,4916302,4917387,4946269,4968308,4990445,5012681,5035016,5057451,5079985,5102620,5125356,5148193,5171132,5194173,5217316,5240563,5263913,5287368,5310927,5334591,5358360,5382235,5406217,5430305,5454501,5478805,5503216,5527737,5552367,5577107,5601957,5626917,5651989,5677173,5733789,5884664,6041325,6204099,6373308,6549298,6732437,6923115,7121741,7328718,7544491,7769482,8004121,8248812,8503994,8770097,9047798,9337657,9639840,9954410,10281700,10621472,10974622,11343926,11732958,12144135,12578407,13034625,13510421,14002303,14507468,15027270,15562194,16107730,16658054,17210187,17757169,18302587,18866319,19475609,20147590,20893625,21701476,22535937,23347885,24102986,24786190,25410451,26003542,26607042,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,38647803,39578828,40533330,41511526,42514094,43541203
165,sur,population,pop,Suriname,Upper middle income,americas,80721,80721,80721,80721,80721,80721,80721,80721,80721,80721,80721,80750,80808,80896,81014,81162,81339,81548,81786,82056,82357,82689,83053,83449,83876,84336,84829,85354,85913,86504,87130,87789,88453,89122,89796,90475,91159,91849,92544,93244,93949,94660,95376,96097,96824,97556,98294,99038,99787,100542,101302,102054,102812,103575,104344,105119,105899,106686,107478,108276,109079,109889,110705,111527,112355,113189,114029,114876,115729,116588,117453,118325,119204,120066,120957,121855,122760,123650,124568,125493,126424,127344,128289,129241,130184,131150,132124,133089,134077,135073,136075,137085,138103,139128,140161,141202,142250,143306,144369,145441,146521,147608,148690,149794,150906,152026,153155,154271,155416,156570,157732,158897,160076,161265,162462,163668,164882,166106,167371,168637,169912,171197,172492,173797,175112,176436,177771,179116,180471,181836,183211,184597,185993,187400,188818,190246,191685,193135,194596,196068,197551,199045,200551,202068,203596,205136,206688,208251,209826,211414,215002,222679,229652,236347,243088,250088,257485,265273,273382,281668,289966,298188,306328,314528,322997,331793,341133,350751,359733,366848,371273,372623,371324,368344,365099,362654,361364,361043,361457,362125,362777,363325,364032,365300,367660,371470,376867,383654,391391,399492,407472,415216,422763,430039,437037,443724,450036,455954,461560,467003,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,553208,558368,563402,568301,573085,577752
166,swz,population,pop,Swaziland,Lower middle income,africa,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86000,86030,86059,86089,86118,86148,86178,86207,86237,86266,86296,86326,86355,86385,86414,86444,86473,86503,86533,86562,86592,86621,86651,86681,86710,86740,86769,86799,86829,86858,86888,86917,86947,86977,87006,87036,87065,87095,87124,87154,87184,87213,87243,87272,87302,87332,87361,87391,87420,87450,87753,88340,88555,89625,91067,92894,95119,97173,100553,104051,106984,110187,111728,112169,112612,113056,113503,113951,114350,114762,115177,116308,118173,120793,123470,126207,129005,131864,134787,137775,140829,143950,147141,150402,153736,157144,160414,163539,166513,169541,172623,175762,178958,182212,185525,188899,197434,211723,232417,255135,273003,278952,285334,292178,299486,307226,315341,323712,332221,340748,349174,357453,365636,373897,382469,391546,401183,411352,422140,433588,445729,458605,472230,486561,501512,517024,533214,550118,567559,585344,603372,621276,639237,658320,679976,705085,734243,766707,800456,832682,861373,885623,906034,924025,941774,960792,981764,1003995,1026009,1045629,1061468,1072927,1080930,1087392,1095053,1105873,1120514,1138434,1158897,1180675,1202843,1225258,1248158,1271456,1295097,1319011,1343098,1367254,1391385,1415414,1439295
167,swe,population,pop,Sweden,High income,europe,2354189,2354278,2360724,2376420,2393815,2410798,2424756,2431799,2431251,2415344,2428185,2439240,2451606,2465326,2480193,2496182,2513283,2531325,2550203,2570036,2591521,2615075,2639791,2665075,2691203,2718270,2746137,2774189,2801775,2828833,2855774,2883180,2911168,2939410,2967550,2995557,3023380,3050621,3077430,3104649,3132892,3162148,3192035,3222296,3252800,3283646,3314698,3345364,3375787,3407192,3440593,3476353,3512749,3549169,3586123,3623453,3660986,3698643,3736460,3773608,3809535,3844313,3879240,3914777,3951272,3987980,4024562,4061163,4098433,4136265,4174365,4211318,4245989,4280191,4313280,4345302,4376420,4406577,4437741,4470072,4503095,4538520,4568601,4597782,4629478,4655471,4681383,4704725,4728729,4753783,4780109,4808124,4837852,4868602,4900613,4932706,4965949,5001549,5037327,5074076,5111095,5148106,5184647,5221069,5257162,5294734,5333786,5370102,5410095,5450521,5492756,5535196,5580077,5628627,5675363,5717328,5756069,5792214,5819451,5842343,5870417,5911299,5954590,5992340,6024314,6054517,6079920,6099870,6116179,6128283,6140565,6154563,6173895,6196513,6219497,6240428,6260266,6279424,6300941,6325897,6353380,6384219,6424889,6479056,6544838,6614252,6688095,6763099,6840998,6927503,7009912,7073227,7127520,7175667,7220064,7262623,7304779,7347479,7391248,7436262,7482543,7530181,7579566,7631457,7686730,7745673,7809086,7875907,7942322,8003185,8054916,8095793,8127034,8151598,8173968,8197340,8223249,8250695,8277414,8300003,8316338,8325493,8329425,8332443,8340440,8357652,8384989,8421056,8464787,8514206,8567384,8625137,8686738,8746776,8798234,8836420,8859191,8868853,8870848,8873100,8881640,8897793,8920694,8951422,8990639,9038623,9096264,9163243,9236890,9313478,9390168,9465892,9540907,9615247,9689376,9763565,9837533,9910701,9982709,10053135,10121686
168,che,population,pop,Switzerland,High income,europe,1826051,1833734,1841448,1849196,1856975,1864788,1872634,1880512,1888424,1896369,1904962,1913150,1921449,1929951,1938609,1947419,1956429,1965590,1974946,1984450,1994147,2004035,2014065,2024284,2034690,2045280,2056054,2067010,2078146,2089509,2101048,2112905,2124952,2137238,2149714,2162429,2175381,2188524,2201905,2215524,2229381,2243619,2257619,2271381,2285286,2299333,2313524,2327810,2342143,2356524,2370905,2385304,2399655,2413910,2428116,2442178,2456145,2470015,2483884,2497753,2511572,2525820,2539923,2554550,2569746,2585037,2600470,2616044,2631760,2647713,2663903,2680140,2696185,2712201,2728312,2744317,2760162,2777408,2793069,2808435,2822978,2838832,2852526,2865820,2879845,2892200,2906014,2917431,2933408,2951745,2972441,2995497,3020911,3048775,3078997,3111578,3146880,3184812,3223377,3262483,3297231,3337604,3376007,3417827,3460309,3503565,3547151,3586010,3640592,3683592,3726391,3769253,3812045,3852174,3873339,3879534,3876415,3875293,3870678,3867019,3865688,3867351,3869347,3875999,3887974,3904272,3924229,3950173,3980109,4011708,4042309,4068918,4092534,4112491,4130120,4145420,4158725,4171032,4183671,4198972,4219594,4246203,4278467,4315055,4356965,4404862,4458081,4514626,4572169,4620096,4668086,4726288,4788957,4851982,4912886,4970806,5026667,5082999,5143673,5213396,5296118,5393407,5502998,5618158,5729464,5829956,5916909,5991679,6056361,6114722,6169358,6221635,6270121,6311478,6341062,6356185,6355230,6341181,6321535,6306539,6303610,6315881,6341548,6377095,6416705,6456224,6494086,6531889,6572266,6619155,6674890,6741069,6815376,6891600,6961263,7018525,7061173,7091765,7115127,7138464,7167250,7202685,7243914,7291893,7347247,7410308,7481407,7560358,7646113,7737161,7831971,7930421,8031670,8132674,8229629,8319769,8401739,8476005,8544034,8608259,8670535
169,syr,population,pop,Syria,Lower middle income,asia,1337000,1337000,1337000,1337000,1337000,1337000,1337000,1337000,1337000,1337000,1337000,1337215,1337645,1338291,1339153,1340234,1341532,1343050,1344787,1346745,1348924,1351325,1353949,1356796,1359867,1363163,1366685,1370434,1374410,1378613,1383046,1387708,1392386,1397079,1401789,1406514,1411255,1416013,1420786,1425575,1430381,1435202,1440040,1444894,1449765,1454652,1459555,1464476,1469412,1474365,1479335,1484248,1489177,1494123,1499084,1504063,1509058,1514069,1519097,1524142,1529204,1534435,1539836,1545410,1551157,1557079,1563178,1569454,1575909,1582545,1589363,1596365,1603551,1610067,1617677,1625493,1633516,1641293,1649881,1658703,1667572,1676359,1685323,1694334,1703279,1712386,1721542,1730647,1739901,1749204,1758557,1767960,1777413,1786917,1796471,1806077,1815734,1825443,1835203,1845016,1854881,1864799,1874679,1884703,1894781,1904912,1915097,1925207,1935501,1945850,1956254,1966676,1977192,1993884,2016875,2046288,2076131,2106408,2137270,2168547,2200282,2232482,2265153,2298302,2331936,2366062,2400688,2435820,2471467,2507635,2544332,2581567,2619346,2657679,2696572,2736034,2776074,2816700,2857921,2899744,2942180,2985237,3028924,3073250,3118225,3163858,3210159,3257137,3304803,3353167,3413331,3498526,3591006,3690735,3797624,3911501,4032069,4158976,4291803,4430101,4573512,4721896,4875422,5034646,5200336,5373137,5553246,5740710,5935860,6139048,6350541,6570857,6800141,7037851,7283177,7535714,7794662,8060649,8336418,8625690,8930774,9252851,9590227,9938847,10293049,10648632,11004272,11360852,11719071,12080444,12446171,12815219,13187085,13564167,13949697,14345492,14755286,15177456,15602210,16016092,16410848,16766899,17087901,17415266,17806638,18294611,18914977,19632806,20325443,20824893,21018834,20863993,20420701,19809141,19203090,18734987,18430453,18269868,18284407,18499181,18924442
170,twn,population,pop,Taiwan,High income,asia,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000303,2000910,2001822,2003040,2004565,2006398,2008540,2010991,2013754,2016828,2020215,2023916,2027932,2032264,2036912,2041878,2047164,2052769,2058694,2064942,2071513,2078105,2084717,2091351,2098006,2104682,2111379,2118098,2124838,2131599,2138383,2145191,2152021,2158875,2165753,2172653,2179578,2186525,2193497,2200492,2206607,2212740,2218891,2225061,2231249,2237455,2243679,2249922,2256184,2262464,2268763,2275081,2281417,2287771,2294144,2300535,2306944,2313372,2319818,2326283,2332766,2339268,2345704,2352244,2358802,2365380,2371901,2378518,2385153,2391807,2398413,2405103,2411811,2418480,2427211,2437978,2445795,2459746,2476173,2495116,2516613,2540703,2567426,2596822,2628933,2663782,2699028,2734718,2770808,2809304,2849446,2887235,2927856,2967339,3006065,3045191,3091901,3127702,3164252,3207794,3253638,3315296,3376901,3427417,3462964,3491669,3521322,3557157,3594444,3639512,3697226,3763369,3832107,3905059,3987738,4078524,4173524,4270145,4375521,4490299,4611562,4735095,4860249,4986051,5112177,5242519,5379669,5521359,5669534,5826786,5994739,6163340,6279091,6341992,6354637,6298221,6351395,6589382,7119502,7623360,7893060,8163933,8440260,8725467,9022183,9331898,9655237,9991985,10341215,10701713,11072338,11452476,11842140,12241535,12649726,13067806,13492499,13913345,14316714,14693153,15037995,15354587,15651322,15940897,16232672,16528707,16826465,17125169,17422717,17717372,18009439,18299157,18584306,18862027,19130093,19387424,19634014,19869947,20095747,20311698,20518800,20716684,20902884,21074053,21228512,21364130,21483508,21595372,21711573,21840235,21985282,22143337,22306338,22462374,22602886,22725478,22833013,22928526,23017055,23102406,23185010,23263897,23339858,23413652,23485755,23556706,23626456,23694089,23758247,23817905
171,tjk,population,pop,Tajikistan,Lower middle income,asia,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466833,467243,467861,468689,469728,470981,472449,474135,476041,478168,480519,483095,485899,488933,492199,495699,499435,503410,507625,512083,516786,521532,526322,531156,536034,540957,545925,550939,555999,561105,566258,571459,576707,582003,587348,592743,598186,603680,609224,614819,620402,626036,631721,637457,643246,649087,654981,660928,666930,672986,679097,685263,691486,697765,704101,710494,716946,723456,730025,736654,743343,750093,756694,763565,770498,777494,784358,791480,798667,805919,813056,820438,827888,835243,842827,850480,858059,865850,873713,881646,889651,897730,905881,914107,922407,930782,939234,947762,956368,965052,973815,982520,991441,1000444,1009528,1018694,1027744,1037075,1046492,1055994,1065523,1075198,1084961,1094812,1104753,1114784,1124906,1135276,1145703,1156225,1166844,1177560,1188374,1199289,1210303,1221418,1232636,1243956,1255381,1266910,1278545,1290288,1302138,1314096,1326165,1338344,1350636,1363040,1375558,1388191,1400940,1413807,1426791,1439895,1453119,1466464,1479932,1493524,1507240,1531501,1584992,1637950,1690334,1742345,1794414,1847251,1901775,1959137,2020554,2087038,2159123,2236559,2318234,2402455,2487953,2574478,2662230,2750894,2840228,2930079,3020391,3111264,3203019,3296095,3390935,3487644,3586499,3688385,3794420,3905413,4020778,4140258,4265247,4397525,4537789,4687283,4843951,5001110,5149803,5283728,5400714,5502976,5594114,5679832,5764712,5849540,5934282,6021691,6114886,6216205,6327125,6447688,6576877,6712841,6854176,7000557,7152385,7309728,7472819,7641630,7815949,7995062,8177809,8362745,8548651,8734951,8921343,9107211,9292000,9475246
172,tza,population,pop,Tanzania,Low income,africa,3019768,3019768,3019768,3019768,3019768,3019768,3019768,3019768,3019768,3019768,3019768,3020277,3021296,3022828,3024874,3027437,3030517,3034117,3038238,3042883,3048053,3053751,3059977,3066734,3074024,3081849,3090210,3099109,3108549,3118531,3129057,3140130,3151241,3162392,3173582,3184812,3196082,3207391,3218741,3230130,3241560,3253031,3264542,3276093,3287686,3299320,3310994,3322711,3334468,3346267,3358108,3369462,3380853,3392283,3403752,3415259,3426805,3438390,3450014,3461677,3473380,3485122,3496904,3508725,3520587,3532488,3544430,3556412,3568434,3580496,3592600,3604744,3616929,3629005,3641272,3653580,3665930,3678184,3690617,3703092,3715609,3728044,3740645,3753289,3765865,3778594,3791366,3804085,3816943,3829844,3842788,3855776,3868808,3881884,3895004,3908168,3921377,3934630,3947928,3961270,3974658,3988091,4001485,4015009,4028578,4042192,4055853,4069441,4083193,4096992,4110837,4124695,4138634,4152619,4166652,4180732,4194860,4209035,4224153,4239100,4254100,4293675,4358421,4448947,4541353,4635678,4731963,4830247,4930573,5032983,5137519,5247327,5362584,5483476,5607093,5733497,5862751,5994918,6130065,6268259,6409568,6554063,6701815,6852898,7007387,7165359,7326891,7492066,7588350,7614617,7649761,7847305,8055911,8274746,8503221,8740986,8987975,9244352,9510514,9787033,10074507,10373398,10683906,11005905,11339097,11683528,12038903,12406040,12787489,13186557,13605529,14045824,14506617,14985131,15477294,15980301,16493305,17017670,17555494,18109884,18683157,19277108,19891548,20524666,21173603,21836999,22511243,23198533,23909954,24660575,25459604,26315013,27219619,28149328,29070615,29960776,30811854,31635251,32451713,33291540,34178042,35117019,36105808,37149072,38249984,39410545,40634948,41923715,43270144,44664231,46098591,47570902,49082997,50636595,52234869,53879957,55572201,57310019,59091392,60913557,62774619
173,tha,population,pop,Thailand,Upper middle income,asia,4665000,4665000,4665000,4665000,4665000,4665000,4665000,4665000,4665000,4665000,4665000,4665848,4667548,4670102,4673514,4677787,4682925,4688930,4695807,4703558,4712187,4721697,4732091,4743373,4755546,4768615,4782581,4797448,4813221,4829901,4847494,4866002,4884581,4903230,4921951,4940743,4959607,4978543,4997552,5016633,5035786,5055300,5075176,5095417,5116026,5137007,5158361,5180092,5202202,5224695,5247574,5272628,5298090,5323963,5350250,5376955,5404081,5431632,5459611,5488022,5516868,5546778,5577474,5608967,5641266,5674380,5708318,5743090,5778705,5815173,5852505,5890709,5929796,5965909,6006978,6049029,6092074,6133886,6179539,6226308,6273431,6320035,6367865,6416057,6463830,6513844,6565342,6614917,6668904,6724634,6782134,6841431,6902552,6965525,7030378,7097138,7168108,7242050,7319005,7399108,7482399,7568918,7651625,7745892,7844166,7946492,8050131,8152183,8258493,8370380,8488054,8606076,8739626,8875647,9014139,9155107,9297870,9458111,9632273,9826568,10024954,10227430,10443200,10672604,10915985,11164819,11419107,11697938,12002334,12333999,12675209,13025963,13369218,13704292,14030845,14364896,14706788,15025500,15320352,15590320,15865401,16143550,16467034,16835514,17252737,17678142,18114454,18552470,18992191,19830498,20710360,21263202,21837985,22436533,23060430,23711046,24389519,25096792,25833553,26600275,27397175,28224204,29081034,29967041,30881332,31822796,32789096,33778504,34790945,35826804,36884913,37964925,39061994,40164966,41259536,42334954,43386841,44416010,45423436,46412307,47385323,48337503,49267560,50186199,51108082,52041469,52996467,53964406,54912334,55795106,56582821,57258401,57837878,58364891,58901666,59491790,60151472,60863506,61597283,62306651,62958021,63543322,64073164,64554952,65002231,65425470,65824164,66195615,66545760,66881867,67208808,67530130,67843979,68143065,68416772,68657600,68863514,69037513,69183173,69306160,69410868
174,tls,population,pop,Timor-Leste,Lower middle income,asia,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137335,137480,137700,137995,138366,138813,139338,139941,140623,141386,142229,143154,144162,145254,146430,147692,149040,150476,152001,153614,155318,157041,158783,160545,162326,164127,165947,167788,169650,171531,173434,175358,177304,179271,181259,183270,185303,187359,189437,191539,193648,195781,197938,200118,202322,204551,206804,209082,211385,213713,216067,218447,220853,223286,225745,228232,230746,233287,235857,238455,241081,243736,246321,249034,251777,254551,257261,260094,262959,265855,268696,271656,274648,277594,280652,283743,286799,289958,293152,296380,299645,302945,306282,309656,313066,316515,320001,323526,327089,330692,334334,337948,341670,345434,349238,353085,356873,360803,364777,368795,372827,376934,381085,385283,389526,393817,398154,402582,407048,411563,416129,420745,425412,430132,434903,438789,441774,443845,445926,448016,450116,452226,454345,456475,457270,456730,454854,452986,451125,449272,447427,445589,443758,441936,440120,438312,436512,434719,432933,433397,438237,443420,448981,454968,461385,468246,475546,483279,491423,499950,508845,518107,527749,537786,548218,558676,569031,579807,591739,605125,620945,638499,654437,664223,664984,654947,636096,613857,595872,587563,591005,604430,624648,646688,666945,684184,699522,714474,731444,751933,777011,805435,833611,856684,871447,875916,871994,865194,863269,871607,892531,923825,960852,996698,1026484,1048621,1064973,1078110,1092021,1109591,1131523,1156760,1184366,1212814,1240977,1268671,1296311,1324094,1352360,1381400
