,country,indicator_name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
209,Somaliland,Child mortality (under age five),som_somland,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,South Africa,Child mortality (under age five),zaf,u5mr,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.45,398.44,398.41,398.35,398.24,398.09,397.87,397.59,397.24,396.84,396.37,395.84,395.25,394.59,393.88,393.1,392.27,391.4,390.49,389.57,388.63,387.7,386.76,385.83,384.89,383.96,383.02,382.09,381.15,380.22,379.28,378.35,377.41,376.48,375.54,374.61,373.67,372.74,364.713,356.882,349.136,341.564,334.066,326.749,319.495,312.421,305.418,298.573,291.798,285.18,278.63,272.224,265.887,259.702,253.574,247.587,241.665,235.874,231.972,224.438,217.445,210.993,205.081,199.704,194.844,190.471,186.54,182.987,179.73,176.661,173.652,170.574,167.254,163.533,159.386,154.837,149.937,144.812,139.644,134.621,129.886,125.5,118.8,112.6,106.6,100.8,95.5,90.4,85.7,81.4,77.5,73.8,70.4,67.2,64.4,61.7,59.4,57.4,55.9,55.1,55.0,55.7,57.2,59.1,61.1,63.0,64.8,66.7,68.7,71.1,73.2,74.4,74.3,72.6,69.4,66.0,61.5,53.7,49.8,48.0,46.0,44.5,44.1,43.3,40.863,39.759,38.83,37.994
211,South Ossetia,Child mortality (under age five),sosset,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Spain,Child mortality (under age five),esp,u5mr,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,430.329,410.97,392.481,374.825,357.962,341.859,326.48,311.792,297.766,284.37,310.63,282.71,273.18,284.37,308.99,325.26,326.89,300.8,305.71,344.73,318.75,330.14,328.694,327.255,325.822,324.395,322.974,321.56,320.152,318.75,310.63,308.99,307.34,312.26,331.76,302.43,312.26,284.37,323.63,299.15,301.74,304.353,306.989,309.647,312.329,315.033,317.761,320.513,323.289,326.088,328.912,331.76,300.8,292.6,263.54,281.07,261.86,282.71,256.73,288.26,286.4,299.19,321.75,261.14,277.1,267.32,269.71,255.2,267.49,345.0,271.69,314.25,290.02,257.6,253.16,234.26,227.18,217.8,204.21,214.67,201.88,215.71,205.539,187.24,178.113,171.318,165.169,160.812,188.245,171.491,178.489,191.039,187.24,147.711,139.266,120.758,111.494,106.412,92.872,84.43,83.642,96.7,84.9,75.6,69.2,65.2,62.4,59.8,56.9,53.6,49.9,46.3,43.0,40.2,37.8,35.8,34.0,32.3,30.5,28.6,26.6,24.4,22.1,20.2,19.3,19.3,19.7,19.6,19.0,17.7,16.2,14.8,13.7,12.9,12.3,11.6,11.1,10.7,10.3,9.9,9.5,9.1,8.8,8.4,8.0,7.4,6.9,6.4,6.1,5.8,5.6,5.4,5.3,5.2,5.0,4.9,4.7,4.5,4.4,4.2,4.0,3.8,3.7,3.6,3.5,3.4,3.4,3.3,3.139,3.022,2.914,2.815
213,Sri Lanka,Child mortality (under age five),lka,u5mr,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.78,409.75,409.68,409.57,409.41,409.19,408.9,408.55,411.94,413.99,417.29,420.54,422.43,425.52,428.63,431.66,433.31,436.26,432.59,428.96,425.33,421.72,416.82,413.3,409.78,406.28,402.79,399.31,386.17,373.34,359.68,347.47,335.54,323.88,311.44,300.31,289.42,277.885,266.646,254.761,244.101,233.721,234.134,234.559,235.864,236.252,236.632,223.107,210.353,198.326,186.985,176.29,166.205,156.695,147.728,139.272,131.299,128.6,126.6,124.5,122.1,119.2,116.0,112.1,108.0,103.7,99.4,95.3,91.5,88.0,84.8,81.9,79.4,77.2,75.3,73.7,72.4,71.1,69.9,68.5,66.9,65.0,62.6,60.0,57.0,53.8,50.3,46.6,42.6,38.4,34.2,30.3,26.8,24.2,22.4,21.4,21.0,21.0,21.1,21.1,20.8,20.3,19.6,18.8,17.9,17.1,16.4,15.9,15.5,15.3,29.3,14.3,13.6,12.9,12.2,11.7,11.2,10.9,10.5,10.2,9.9,9.6,9.4,8.921,8.607,8.314,8.038
214,Sudan,Child mortality (under age five),sdn,u5mr,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.24,425.21,425.14,425.03,424.86,424.63,424.33,423.96,423.53,423.03,422.47,421.84,421.14,420.37,419.54,418.65,417.72,416.76,415.77,414.77,413.77,412.78,411.78,410.78,409.78,408.79,407.79,406.79,405.79,404.79,403.8,402.8,401.8,400.8,399.8,398.81,397.81,394.722,391.645,388.578,385.532,382.486,379.451,376.426,373.422,370.418,367.425,351.196,335.51,320.36,302.031,284.741,268.433,253.05,238.541,224.856,211.949,209.622,205.04,200.6,197.2,193.8,190.3,186.8,183.5,180.2,177.1,174.1,171.2,168.5,166.0,163.7,161.5,159.7,158.1,156.7,155.6,154.6,153.7,152.8,151.8,150.7,149.7,148.6,147.4,146.4,145.5,144.5,143.6,142.7,141.6,140.3,138.8,137.2,135.4,133.4,131.4,129.2,126.9,124.6,122.2,119.7,117.1,114.2,111.2,108.0,104.7,101.3,98.0,94.8,91.7,88.8,86.0,83.5,81.0,78.8,76.7,74.7,72.8,70.9,69.0,67.1,65.1,64.386,63.082,61.795,60.522
215,Suriname,Child mortality (under age five),sur,u5mr,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.95,405.92,405.86,405.75,405.59,405.37,405.09,404.74,404.32,403.85,403.31,402.7,402.04,401.31,400.51,399.67,398.78,397.86,396.91,395.96,395.01,394.06,393.1,392.15,391.2,390.25,389.29,388.34,387.39,386.43,385.48,384.53,372.94,362.75,351.62,340.73,330.06,317.091,303.48,290.321,278.531,266.155,254.18,243.449,232.184,221.294,210.745,201.34,191.465,181.915,173.393,164.459,155.835,147.497,140.059,132.282,124.794,123.158,119.881,116.591,113.288,109.973,106.651,103.331,100.027,96.763,93.57,90.482,87.532,84.754,82.166,79.783,77.608,75.619,73.784,72.086,70.503,69.011,67.594,66.236,64.927,63.661,62.441,61.279,60.185,59.161,58.221,57.388,56.655,56.0,54.6,53.1,51.7,50.3,49.0,47.7,46.4,45.1,43.7,42.4,41.1,39.7,38.4,37.2,35.9,34.7,33.5,32.4,31.3,30.2,29.2,28.3,27.3,26.5,25.7,24.8,24.1,23.3,22.7,21.9,21.3,20.6,20.0,19.644,19.23,18.825,18.413
216,Svalbard,Child mortality (under age five),sjm,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Swaziland,Child mortality (under age five),swz,u5mr,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.6,413.57,413.5,413.4,413.23,413.01,412.72,412.36,411.94,411.45,410.9,410.29,409.61,408.87,408.06,407.2,406.29,405.35,404.39,403.42,402.45,401.48,400.51,399.54,398.57,397.6,396.63,395.66,394.69,393.71,392.74,391.77,390.8,389.83,388.86,387.89,386.92,385.568,384.217,382.869,381.522,380.178,378.835,377.494,376.156,374.819,373.474,356.946,341.149,326.051,311.621,297.829,284.648,272.049,260.008,248.499,237.5,234.7,231.8,229.0,226.2,223.6,220.8,218.1,215.3,212.5,209.9,207.1,204.0,200.5,197.0,193.5,189.5,185.6,182.1,178.4,174.3,169.7,164.6,158.8,152.2,145.8,139.4,133.5,127.8,122.4,117.0,111.3,105.2,98.8,92.4,86.2,80.4,75.4,71.1,67.9,65.8,65.4,66.9,70.7,76.5,83.7,91.4,98.9,105.7,112.0,117.5,121.6,124.1,125.7,125.9,124.7,117.0,111.7,110.1,104.9,97.4,84.1,82.0,78.4,74.1,71.3,70.4,63.51,60.504,58.0,55.93
218,Sweden,Child mortality (under age five),swe,u5mr,381.11,328.8,282.91,275.34,271.67,265.89,332.75,278.34,349.58,365.9,346.01,324.64,312.19,303.56,299.37,274.63,273.48,276.06,269.7,293.64,260.84,305.07,245.04,217.57,224.57,227.94,242.18,226.29,282.11,303.03,254.89,275.94,256.02,244.45,252.64,200.02,224.99,279.66,253.56,251.63,220.74,220.81,242.37,232.66,226.2,214.84,249.73,270.15,212.35,227.0,217.93,232.28,250.3,257.44,219.7,226.19,245.87,309.88,247.98,232.07,196.55,216.8,265.54,236.7,235.43,232.94,221.75,210.61,249.45,271.36,220.52,183.53,186.85,197.36,229.85,232.51,237.33,227.8,226.88,196.95,203.94,194.9,206.6,197.34,192.29,195.0,183.42,173.45,160.73,162.46,177.64,178.93,171.02,166.85,161.49,147.0,156.25,148.55,140.58,171.69,155.19,157.14,135.63,138.63,127.22,131.81,117.82,112.23,122.15,103.39,108.23,104.17,103.71,97.59,101.32,105.3,101.55,93.0,105.92,104.85,97.79,84.64,80.43,73.84,81.24,73.36,72.47,78.46,78.58,73.24,69.49,71.45,64.42,60.97,59.49,58.18,57.3,58.46,54.29,49.72,46.86,47.23,38.21,38.15,41.38,38.17,32.05,30.53,27.95,27.59,27.2,25.7,24.3,23.2,22.3,21.6,21.1,20.6,20.3,19.9,19.6,19.2,18.6,17.9,17.1,16.3,15.5,14.9,14.4,13.9,13.4,12.9,12.3,11.6,10.9,10.3,9.8,9.4,9.0,8.7,8.4,8.2,8.0,7.8,7.7,7.6,7.5,7.4,7.3,7.2,7.0,6.6,6.2,5.7,5.2,4.8,4.5,4.3,4.2,4.1,4.1,4.1,4.0,3.9,3.7,3.6,3.5,3.3,3.2,3.1,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.671,2.569,2.479,2.399
219,Switzerland,Child mortality (under age five),che,u5mr,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,337.192,329.78,322.531,315.442,308.508,301.727,295.095,288.608,282.264,276.06,285.07,279.8,257.08,253.16,262.22,240.4,220.6,218.07,230.96,221.99,216.2,203.9,217.85,208.13,225.4,196.6,204.8,207.94,203.3,178.4,181.2,197.56,180.74,196.98,183.52,168.26,169.02,182.47,169.16,164.27,154.74,141.39,150.57,140.73,154.08,122.71,125.25,118.38,112.48,102.89,103.85,126.75,110.71,120.87,95.34,87.72,77.81,78.75,77.08,73.86,74.24,73.89,69.71,67.4,65.2,66.8,61.07,59.72,62.74,59.67,60.55,55.96,54.46,61.64,54.27,50.79,51.28,53.5,51.32,49.49,47.77,43.87,42.13,38.5,37.2,35.8,34.5,33.1,31.7,30.2,29.0,27.9,27.1,26.5,26.0,25.4,24.6,23.6,22.5,21.6,20.7,19.9,19.2,18.4,17.6,16.7,15.7,14.8,13.8,12.9,12.1,11.4,10.8,10.4,10.0,9.7,9.4,9.2,9.0,8.9,8.8,8.6,8.4,8.2,7.8,7.5,7.1,6.7,6.4,6.1,6.0,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,4.9,4.8,4.7,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4.1,3.86,3.748,3.643,3.546
220,Syria,Child mortality (under age five),syr,u5mr,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.15,429.11,429.05,428.93,428.77,428.53,428.23,427.86,427.42,426.92,426.35,425.71,425.01,424.23,423.4,422.5,421.56,420.59,419.59,418.58,417.58,416.57,415.56,414.56,413.55,412.54,411.53,410.53,409.52,408.51,407.51,406.5,405.49,404.49,403.48,402.47,401.46,398.157,394.856,391.566,388.298,385.031,369.08,353.656,338.725,324.271,310.278,306.328,302.417,298.544,294.71,290.913,287.154,283.433,279.748,276.099,272.487,268.746,261.342,254.1,240.3,227.5,215.2,203.6,192.8,182.8,173.3,164.5,156.4,148.8,141.6,134.8,128.2,121.8,115.5,109.6,103.8,98.4,93.1,88.2,83.6,79.3,75.2,71.3,67.6,64.0,60.7,57.5,54.6,51.9,49.3,46.9,44.7,42.6,40.7,38.9,37.1,35.5,33.9,32.4,31.0,29.6,28.3,27.0,25.8,24.6,23.6,22.5,21.6,20.7,19.8,19.0,18.2,17.5,16.9,16.4,16.3,16.5,18.1,20.165,20.091,19.729,19.123,18.379,17.593,16.807,16.046
221,Taiwan,Child mortality (under age five),twn,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Tajikistan,Child mortality (under age five),tjk,u5mr,381.44,380.597,379.756,378.916,378.079,377.243,376.41,375.578,374.748,373.919,373.093,372.268,371.446,370.625,369.805,368.988,368.173,367.359,366.547,365.737,364.928,364.122,363.317,362.514,361.713,360.914,360.116,359.32,358.526,357.733,356.943,356.154,355.367,354.581,353.798,353.016,352.235,351.457,350.68,349.905,349.132,348.36,347.59,346.822,346.055,345.291,344.527,343.766,343.006,342.248,341.492,340.737,339.984,339.232,338.483,337.735,336.988,336.243,335.5,334.759,334.019,333.28,332.544,331.809,331.076,330.344,329.614,328.885,328.158,327.433,326.709,325.987,325.267,324.548,323.831,323.115,322.401,321.688,320.977,320.268,319.56,318.854,318.149,317.446,316.744,316.044,315.346,314.649,313.953,313.259,312.567,311.876,311.187,310.499,309.813,309.128,308.445,307.763,307.083,306.404,305.727,305.051,304.377,303.704,303.033,302.363,301.695,301.028,300.363,299.699,299.037,298.376,297.716,297.058,296.402,295.747,295.093,294.441,293.79,293.141,292.493,291.847,291.201,290.558,289.916,289.275,288.636,287.998,287.361,286.726,286.092,285.714,281.637,277.618,273.657,269.751,265.901,262.106,258.365,254.677,251.042,247.458,243.925,240.443,237.01,233.626,230.29,227.001,223.759,220.564,217.413,215.871,212.788,209.704,206.617,203.53,200.441,197.351,194.26,191.171,188.085,185.009,181.947,178.913,175.919,172.984,170.122,167.342,164.652,162.06,159.571,157.188,154.9,149.8,145.0,140.5,137.0,134.2,132.3,131.3,131.1,130.8,130.1,128.7,125.9,122.1,117.4,112.5,108.4,106.5,107.1,110.1,114.8,119.2,120.8,119.3,115.7,110.9,105.4,99.2,92.7,86.2,79.9,74.1,69.0,64.7,61.2,58.4,56.0,54.2,52.4,50.8,49.2,47.6,46.0,44.5,43.1,42.377,41.397,40.404,39.373
223,Tanzania,Child mortality (under age five),tza,u5mr,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.88,414.84,414.78,414.67,414.51,414.28,413.99,413.63,413.21,412.72,412.17,411.55,410.87,410.13,409.32,408.45,407.54,406.6,405.64,404.66,403.69,402.72,401.74,400.77,399.8,398.82,397.85,396.88,395.9,394.93,393.95,392.98,392.01,391.03,390.06,389.09,388.11,386.702,385.296,383.883,382.481,381.082,379.675,378.28,376.877,375.487,374.099,372.703,359.003,345.805,333.093,320.848,309.052,297.689,286.744,276.201,266.045,263.894,259.719,255.8,253.8,251.5,249.7,248.1,246.0,244.4,242.8,240.8,238.6,236.4,234.0,231.0,227.9,224.5,221.2,218.0,214.7,211.1,207.5,203.8,199.9,195.8,191.6,187.6,183.9,181.0,179.4,179.3,180.4,182.3,184.4,185.8,186.2,185.5,183.8,181.4,178.7,176.2,173.6,170.8,167.6,163.9,159.5,154.1,147.6,140.1,131.8,123.1,114.7,106.8,99.8,93.7,88.5,83.7,79.2,75.7,71.9,68.5,65.8,63.4,60.9,58.8,56.7,55.596,54.171,52.831,51.547
224,Thailand,Child mortality (under age five),tha,u5mr,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.45,438.41,438.34,438.23,438.06,437.82,437.51,437.13,436.69,436.17,435.59,434.94,434.22,433.43,432.57,431.66,430.7,429.7,428.68,427.65,426.63,425.6,424.57,423.54,422.51,421.48,420.45,419.42,418.39,417.37,416.34,415.31,414.28,413.25,412.22,411.19,410.16,391.661,373.799,356.541,338.719,322.598,306.938,291.788,290.827,289.866,298.883,288.159,277.821,267.853,258.242,248.976,240.043,231.43,223.125,215.119,207.4,200.4,193.6,186.8,180.4,174.4,168.5,162.9,157.4,152.0,146.7,141.6,136.8,132.0,127.3,122.6,118.0,113.4,108.8,104.1,99.4,94.7,90.2,85.8,81.6,77.7,74.0,70.5,67.3,64.3,61.4,58.6,56.1,53.6,51.2,48.8,46.6,44.3,42.1,40.0,37.8,35.8,34.0,32.2,30.6,29.2,27.8,26.5,25.3,24.2,23.1,22.0,21.0,20.1,19.1,18.2,17.4,16.7,16.0,15.4,14.9,14.4,13.9,13.4,13.0,12.6,12.2,11.756,11.374,11.02,10.691
225,Timor-Leste,Child mortality (under age five),tls,u5mr,445.44,445.581,445.723,445.864,446.006,446.147,446.289,446.43,446.572,446.714,446.856,446.997,447.139,447.281,447.423,447.565,447.707,447.849,447.991,448.133,448.276,448.418,448.56,448.703,448.845,448.987,449.13,449.272,449.415,449.558,449.7,449.843,449.986,450.129,450.271,450.414,450.557,450.7,450.843,450.986,451.129,451.273,451.416,451.559,451.702,451.846,451.989,452.132,452.276,452.419,452.563,452.707,452.85,452.994,453.138,453.282,453.425,453.569,453.713,453.857,454.001,454.145,454.289,454.434,454.578,454.722,454.866,455.011,455.155,455.3,455.444,455.589,455.733,455.878,456.022,456.167,456.312,456.457,456.602,456.746,456.891,457.036,457.181,457.327,457.472,457.617,457.762,457.907,458.053,458.198,458.343,458.489,458.634,458.78,458.925,459.071,459.217,459.363,459.508,459.654,459.8,458.812,457.826,456.842,455.86,454.88,453.903,452.927,451.954,450.982,450.013,449.046,448.081,447.118,446.157,445.198,444.241,443.287,442.334,441.383,440.435,439.488,438.544,437.601,436.661,435.722,434.786,433.851,432.919,431.988,431.06,429.859,428.662,427.468,426.277,425.09,423.905,422.725,421.547,420.373,419.202,418.034,416.87,415.708,414.551,413.396,412.244,411.096,409.951,408.809,407.67,402.94,395.85,388.34,380.46,372.19,363.59,354.66,345.43,336.36,327.45,318.67,310.04,301.51,293.08,283.81,274.65,264.75,255.38,246.51,239.79,236.66,238.59,244.84,243.556,242.279,241.009,239.745,238.488,237.237,235.993,234.756,233.525,232.3,222.4,221.4,211.2,201.5,192.2,183.4,175.1,167.3,159.8,152.7,145.7,138.9,132.5,126.3,120.3,114.4,108.7,103.1,97.6,92.3,87.1,82.1,77.3,72.9,68.9,65.5,62.6,60.0,57.6,55.5,53.5,51.6,49.7,46.799,44.524,42.403,40.453
